timestamp,cpu_usage_percent,memory_usage_percent,request_latency_ms,error_rate_percent,active_connections,transaction_count,failed_transactions,is_anomaly,anomaly_type
2026-05-17 23:34:51.606390,19.76,24.07,95.33,1.62,261,364,10,0,normal
2026-05-17 23:39:51.606390,19.98,23.74,73.22,3.17,339,547,23,0,normal
2026-05-17 23:44:51.606390,22.2,25.78,106.84,1.98,409,523,14,0,normal
2026-05-17 23:49:51.606390,23.45,21.4,50.0,1.72,375,450,14,0,normal
2026-05-17 23:54:51.606390,23.26,25.52,66.32,1.21,542,389,9,0,normal
2026-05-17 23:59:51.606390,24.91,28.65,58.25,1.76,299,378,12,0,normal
2026-05-18 00:04:51.606390,37.43,38.27,145.71,3.62,430,789,31,0,normal
2026-05-18 00:09:51.606390,41.75,41.38,137.26,2.85,496,682,23,0,normal
2026-05-18 00:14:51.606390,36.6,39.68,177.35,3.68,486,877,36,0,normal
2026-05-18 00:19:51.606390,45.56,41.85,97.64,2.58,511,905,24,0,normal
2026-05-18 00:24:51.606390,39.28,41.04,154.79,2.03,420,763,17,0,normal
2026-05-18 00:29:51.606390,34.83,39.72,170.19,1.91,596,881,21,0,normal
2026-05-18 00:34:51.606390,34.19,41.98,209.14,2.26,555,726,18,0,normal
2026-05-18 00:39:51.606390,38.85,44.61,139.0,3.1,392,696,27,0,normal
2026-05-18 00:44:51.606390,36.74,40.62,163.19,3.46,615,877,31,0,normal
2026-05-18 00:49:51.606390,39.55,42.44,99.35,2.25,437,925,27,0,normal
2026-05-18 00:54:51.606390,38.83,38.41,81.72,2.58,400,964,29,0,normal
2026-05-18 00:59:51.606390,37.19,39.09,178.83,2.45,527,801,20,0,normal
2026-05-18 01:04:51.606390,34.87,41.94,153.33,2.43,342,854,26,0,normal
2026-05-18 01:09:51.606390,32.87,43.97,188.86,2.16,577,799,21,0,normal
2026-05-18 01:14:51.606390,36.08,41.71,112.31,2.05,234,908,24,0,normal
2026-05-18 01:19:51.606390,39.99,40.37,169.11,2.12,415,811,18,0,normal
2026-05-18 01:24:51.606390,38.06,41.0,209.59,1.96,676,848,18,0,normal
2026-05-18 01:29:51.606390,33.69,38.5,166.12,2.12,450,654,16,0,normal
2026-05-18 01:34:51.606390,37.94,42.21,161.84,1.91,467,745,14,0,normal
2026-05-18 01:39:51.606390,38.58,42.76,153.8,2.89,646,849,27,0,normal
2026-05-18 01:44:51.606390,34.78,40.1,106.43,2.28,439,840,22,0,normal
2026-05-18 01:49:51.606390,37.89,40.06,194.23,5.52,595,858,48,0,normal
2026-05-18 01:54:51.606390,37.61,41.53,135.25,2.12,636,780,20,0,normal
2026-05-18 01:59:51.606390,34.01,40.13,168.71,2.32,566,703,19,0,normal
2026-05-18 02:04:51.606390,38.51,40.87,106.7,2.34,374,762,21,0,normal
2026-05-18 02:09:51.606390,39.12,45.2,118.21,1.91,458,773,20,0,normal
2026-05-18 02:14:51.606390,40.69,40.51,196.66,3.73,790,792,33,0,normal
2026-05-18 02:19:51.606390,40.6,40.28,143.19,1.93,469,671,19,0,normal
2026-05-18 02:24:51.606390,33.31,39.7,197.22,4.72,817,742,36,0,normal
2026-05-18 02:29:51.606390,34.63,42.49,151.28,4.13,689,759,31,0,normal
2026-05-18 02:34:51.606390,38.99,40.64,98.38,2.67,570,544,18,0,normal
2026-05-18 02:39:51.606390,38.99,39.7,180.4,2.68,548,851,27,0,normal
2026-05-18 02:44:51.606390,39.0,43.64,135.95,2.96,472,785,23,0,normal
2026-05-18 02:49:51.606390,49.01,43.84,2786.66,2.39,510,795,20,1,latency_spike
2026-05-18 02:54:51.606390,39.17,39.8,154.42,2.94,450,717,22,0,normal
2026-05-18 02:59:51.606390,40.86,37.27,107.38,1.95,512,827,17,0,normal
2026-05-18 03:04:51.606390,40.32,43.02,158.61,1.96,382,685,17,0,normal
2026-05-18 03:09:51.606390,39.42,39.63,219.58,2.51,377,701,19,0,normal
2026-05-18 03:14:51.606390,36.52,42.58,168.49,2.7,649,831,27,0,normal
2026-05-18 03:19:51.606390,39.74,37.06,151.98,4.09,358,804,36,0,normal
2026-05-18 03:24:51.606390,35.15,42.79,185.97,2.01,607,641,16,0,normal
2026-05-18 03:29:51.606390,36.76,38.58,160.04,3.63,329,926,38,0,normal
2026-05-18 03:34:51.606390,36.02,42.46,160.02,2.14,582,693,17,0,normal
2026-05-18 03:39:51.606390,37.72,41.03,120.99,2.4,498,755,21,0,normal
2026-05-18 03:44:51.606390,44.42,39.09,160.76,2.28,651,943,24,0,normal
2026-05-18 03:49:51.606390,31.88,40.19,184.82,2.41,486,563,17,0,normal
2026-05-18 03:54:51.606390,39.54,42.37,128.68,2.06,318,598,15,0,normal
2026-05-18 03:59:51.606390,32.64,41.21,196.5,2.6,500,813,22,0,normal
2026-05-18 04:04:51.606390,36.07,42.17,151.03,3.52,535,521,24,0,normal
2026-05-18 04:09:51.606390,40.75,44.95,127.15,2.48,506,565,15,0,normal
2026-05-18 04:14:51.606390,37.68,37.87,183.72,2.57,577,886,26,0,normal
2026-05-18 04:19:51.606390,34.26,44.23,145.2,3.79,463,728,30,0,normal
2026-05-18 04:24:51.606390,35.35,41.21,176.59,3.12,393,989,32,0,normal
2026-05-18 04:29:51.606390,39.53,39.2,145.06,2.57,419,666,20,0,normal
2026-05-18 04:34:51.606390,35.3,38.34,152.03,2.2,468,737,24,0,normal
2026-05-18 04:39:51.606390,38.15,40.62,168.64,4.06,467,823,34,0,normal
2026-05-18 04:44:51.606390,37.64,42.84,162.57,2.76,760,816,26,0,normal
2026-05-18 04:49:51.606390,35.55,40.74,93.98,2.15,645,744,19,0,normal
2026-05-18 04:54:51.606390,43.93,44.02,120.22,2.21,588,704,20,0,normal
2026-05-18 04:59:51.606390,39.41,38.1,181.75,3.53,564,792,28,0,normal
2026-05-18 05:04:51.606390,31.43,40.98,149.91,1.95,549,907,19,0,normal
2026-05-18 05:09:51.606390,38.07,38.5,138.17,6.74,550,846,61,0,normal
2026-05-18 05:14:51.606390,35.53,41.73,113.13,2.04,536,706,19,0,normal
2026-05-18 05:19:51.606390,40.07,42.77,121.5,3.49,523,670,27,0,normal
2026-05-18 05:24:51.606390,35.14,40.16,93.25,2.4,310,700,17,0,normal
2026-05-18 05:29:51.606390,37.17,35.79,150.87,2.58,483,642,18,0,normal
2026-05-18 05:34:51.606390,39.03,41.4,135.97,4.03,495,784,32,0,normal
2026-05-18 05:39:51.606390,40.12,41.87,124.93,2.43,445,851,23,0,normal
2026-05-18 05:44:51.606390,33.92,41.81,151.89,2.67,464,763,23,0,normal
2026-05-18 05:49:51.606390,36.52,43.47,164.86,1.95,550,942,20,0,normal
2026-05-18 05:54:51.606390,36.1,38.86,216.75,1.9,596,947,22,0,normal
2026-05-18 05:59:51.606390,35.57,42.36,108.6,2.18,550,801,19,0,normal
2026-05-18 06:04:51.606390,42.83,43.39,188.75,3.04,594,840,27,0,normal
2026-05-18 06:09:51.606390,38.75,37.44,183.17,2.03,596,680,16,0,normal
2026-05-18 06:14:51.606390,33.75,41.64,130.61,2.02,490,734,16,0,normal
2026-05-18 06:19:51.606390,40.29,39.99,160.09,2.43,572,897,24,0,normal
2026-05-18 06:24:51.606390,43.9,40.84,140.27,2.94,345,712,25,0,normal
2026-05-18 06:29:51.606390,40.64,41.7,159.58,3.15,481,919,33,0,normal
2026-05-18 06:34:51.606390,32.98,40.03,199.29,2.1,470,881,23,0,normal
2026-05-18 06:39:51.606390,36.09,39.65,172.19,1.98,673,845,20,0,normal
2026-05-18 06:44:51.606390,41.35,41.07,169.29,4.72,554,653,32,0,normal
2026-05-18 06:49:51.606390,35.42,38.83,141.13,2.2,386,739,18,0,normal
2026-05-18 06:54:51.606390,38.88,38.83,109.53,3.82,579,835,33,0,normal
2026-05-18 06:59:51.606390,39.87,42.36,147.8,3.89,611,672,28,0,normal
2026-05-18 07:04:51.606390,38.72,41.43,216.56,3.79,616,883,37,0,normal
2026-05-18 07:09:51.606390,41.32,45.06,134.56,2.49,694,977,26,0,normal
2026-05-18 07:14:51.606390,31.78,44.66,148.73,4.03,376,845,38,0,normal
2026-05-18 07:19:51.606390,38.43,40.28,184.18,3.78,355,817,33,0,normal
2026-05-18 07:24:51.606390,40.75,42.38,150.86,3.22,507,722,27,0,normal
2026-05-18 07:29:51.606390,37.77,46.12,156.63,2.72,640,863,27,0,normal
2026-05-18 07:34:51.606390,46.41,41.77,167.71,2.61,779,979,29,0,normal
2026-05-18 07:39:51.606390,37.22,42.8,139.46,2.44,513,815,22,0,normal
2026-05-18 07:44:51.606390,40.19,44.66,151.21,3.02,540,904,33,0,normal
2026-05-18 07:49:51.606390,41.91,45.3,201.55,3.19,634,880,455,1,failed_transaction_spike
2026-05-18 07:54:51.606390,45.84,43.23,2116.1,2.75,576,836,27,1,latency_spike
2026-05-18 07:59:51.606390,37.21,42.54,132.53,2.95,571,986,34,0,normal
2026-05-18 08:04:51.606390,48.81,49.2,186.88,3.16,685,1193,42,0,normal
2026-05-18 08:09:51.606390,45.35,49.84,227.75,3.73,858,1129,42,0,normal
2026-05-18 08:14:51.606390,42.38,48.32,199.89,5.02,838,959,49,0,normal
2026-05-18 08:19:51.606390,46.71,46.53,191.87,2.88,729,1228,38,0,normal
2026-05-18 08:24:51.606390,45.93,44.74,207.15,3.18,892,1129,38,0,normal
2026-05-18 08:29:51.606390,43.53,44.7,153.46,2.86,778,983,31,0,normal
2026-05-18 08:34:51.606390,45.54,47.4,220.68,3.68,842,952,42,0,normal
2026-05-18 08:39:51.606390,44.18,47.19,217.36,4.01,641,1141,51,0,normal
2026-05-18 08:44:51.606390,45.68,49.16,193.58,5.39,662,1047,60,0,normal
2026-05-18 08:49:51.606390,47.33,47.66,236.05,3.03,661,944,34,0,normal
2026-05-18 08:54:51.606390,50.1,43.35,172.06,5.7,718,1015,60,0,normal
2026-05-18 08:59:51.606390,41.63,48.46,239.73,2.77,733,989,31,0,normal
2026-05-18 09:04:51.606390,55.25,46.78,233.88,3.99,853,1064,50,0,normal
2026-05-18 09:09:51.606390,42.99,48.01,219.16,3.13,1018,1248,932,1,failed_transaction_spike
2026-05-18 09:14:51.606390,48.4,49.28,228.67,5.31,893,1224,66,0,normal
2026-05-18 09:19:51.606390,50.62,52.77,226.06,3.82,769,1230,48,0,normal
2026-05-18 09:24:51.606390,49.7,55.0,265.9,4.17,820,1229,52,0,normal
2026-05-18 09:29:51.606390,87.14,49.99,197.0,4.85,971,1055,52,1,cpu_spike
2026-05-18 09:34:51.606390,48.24,48.41,206.44,3.23,899,1086,36,0,normal
2026-05-18 09:39:51.606390,47.39,49.85,260.41,3.11,970,1292,45,0,normal
2026-05-18 09:44:51.606390,47.1,50.55,211.47,5.18,773,1157,61,0,normal
2026-05-18 09:49:51.606390,51.42,48.14,256.36,3.44,750,1000,36,0,normal
2026-05-18 09:54:51.606390,49.94,52.37,280.34,3.2,751,1168,40,0,normal
2026-05-18 09:59:51.606390,46.8,49.24,217.32,3.7,781,1212,51,0,normal
2026-05-18 10:04:51.606390,54.65,51.89,270.29,4.3,797,1302,61,0,normal
2026-05-18 10:09:51.606390,52.87,52.23,215.25,3.42,932,1156,42,0,normal
2026-05-18 10:14:51.606390,54.39,51.74,272.52,3.71,934,1438,54,0,normal
2026-05-18 10:19:51.606390,53.84,52.58,255.87,3.42,1037,1099,42,0,normal
2026-05-18 10:24:51.606390,49.47,49.66,264.09,3.93,727,1261,52,0,normal
2026-05-18 10:29:51.606390,50.28,49.78,230.54,5.64,809,1423,86,0,normal
2026-05-18 10:34:51.606390,54.21,48.7,200.09,7.44,984,1309,100,0,normal
2026-05-18 10:39:51.606390,53.8,51.78,265.04,4.4,922,1333,63,0,normal
2026-05-18 10:44:51.606390,51.91,52.46,188.05,3.56,908,1144,46,0,normal
2026-05-18 10:49:51.606390,52.32,51.82,240.44,5.75,1030,1285,76,0,normal
2026-05-18 10:54:51.606390,55.81,54.25,278.21,4.11,802,1246,54,0,normal
2026-05-18 10:59:51.606390,50.2,50.89,255.75,3.55,831,1137,44,0,normal
2026-05-18 11:04:51.606390,56.14,53.98,325.26,6.19,886,1421,95,0,normal
2026-05-18 11:09:51.606390,53.9,50.46,297.58,5.06,769,1252,66,0,normal
2026-05-18 11:14:51.606390,53.85,51.87,247.22,4.96,984,1264,65,0,normal
2026-05-18 11:19:51.606390,57.81,54.03,267.67,4.88,919,1378,72,0,normal
2026-05-18 11:24:51.606390,56.99,54.34,265.44,3.87,898,1320,54,0,normal
2026-05-18 11:29:51.606390,56.95,52.05,219.41,3.88,880,1351,58,0,normal
2026-05-18 11:34:51.606390,58.43,52.5,238.68,4.81,969,1314,67,0,normal
2026-05-18 11:39:51.606390,54.58,49.6,250.08,3.89,891,1476,58,0,normal
2026-05-18 11:44:51.606390,56.57,51.93,205.83,4.22,993,1242,57,0,normal
2026-05-18 11:49:51.606390,53.59,54.42,268.36,5.17,1017,1288,67,0,normal
2026-05-18 11:54:51.606390,55.5,53.79,259.47,5.18,942,95,77,1,transaction_drop
2026-05-18 11:59:51.606390,54.14,53.64,216.77,4.25,935,1236,60,0,normal
